[13:02:07.725] Namespace(D_lr=0.0001, base_lr=0.01, batch_size=4, beta=0.3, consistency=0.01, consistency_rampup=40.0, dataset_name='LA', deterministic=1, ema_decay=0.99, exp='vnet', gamma=0.5, gpu='2', labeled_bs=2, labelnum=25, max_iterations=6000, max_samples=123, model='SASSNet', root_path='/data/omnisky/postgraduate/Yb/data_set/LASet/data', seed=1337)
[13:02:10.708] 12 itertations per epoch
[13:02:13.311] iteration 1 : loss : 0.749962, loss_weight: 0.000067, loss_haus: 0.195604, loss_seg: 0.689958, loss_dice: 0.691233
[13:34:54.947] iteration 1157 : loss : 0.075739, loss_weight: 0.000333, loss_haus: 0.034336, loss_seg: 0.118089, loss_dice: 0.065194
[13:34:56.610] iteration 1158 : loss : 0.071194, loss_weight: 0.000333, loss_haus: 0.026706, loss_seg: 0.070168, loss_dice: 0.062869
[13:34:58.208] iteration 1159 : loss : 0.069973, loss_weight: 0.000333, loss_haus: 0.025671, loss_seg: 0.078405, loss_dice: 0.062039
[13:34:59.854] iteration 1160 : loss : 0.062113, loss_weight: 0.000333, loss_haus: 0.042327, loss_seg: 0.080052, loss_dice: 0.049159
[13:35:01.510] iteration 1161 : loss : 0.072438, loss_weight: 0.000333, loss_haus: 0.034778, loss_seg: 0.064863, loss_dice: 0.061829
[13:35:03.151] iteration 1162 : loss : 0.053802, loss_weight: 0.000333, loss_haus: 0.028798, loss_seg: 0.084601, loss_dice: 0.044885
[13:35:04.768] iteration 1163 : loss : 0.066665, loss_weight: 0.000333, loss_haus: 0.032970, loss_seg: 0.066010, loss_dice: 0.056502
[13:35:06.382] iteration 1164 : loss : 0.068184, loss_weight: 0.000333, loss_haus: 0.033516, loss_seg: 0.057298, loss_dice: 0.057896
[13:35:08.600] iteration 1165 : loss : 0.071309, loss_weight: 0.000333, loss_haus: 0.037302, loss_seg: 0.055679, loss_dice: 0.059850
[13:35:10.211] iteration 1166 : loss : 0.107817, loss_weight: 0.000333, loss_haus: 0.035160, loss_seg: 0.086870, loss_dice: 0.097016
[13:35:11.821] iteration 1167 : loss : 0.095723, loss_weight: 0.000333, loss_haus: 0.036660, loss_seg: 0.058996, loss_dice: 0.084469
[13:35:13.458] iteration 1168 : loss : 0.065345, loss_weight: 0.000333, loss_haus: 0.036074, loss_seg: 0.081027, loss_dice: 0.054261
[13:35:15.103] iteration 1169 : loss : 0.157226, loss_weight: 0.000333, loss_haus: 0.076821, loss_seg: 0.169393, loss_dice: 0.133978
[13:35:16.733] iteration 1170 : loss : 0.074905, loss_weight: 0.000333, loss_haus: 0.037081, loss_seg: 0.111108, loss_dice: 0.063557
[13:35:18.400] iteration 1171 : loss : 0.060551, loss_weight: 0.000333, loss_haus: 0.036773, loss_seg: 0.078215, loss_dice: 0.049222
[13:35:19.999] iteration 1172 : loss : 0.088626, loss_weight: 0.000333, loss_haus: 0.039380, loss_seg: 0.087831, loss_dice: 0.076543
[13:35:21.660] iteration 1173 : loss : 0.082144, loss_weight: 0.000333, loss_haus: 0.029046, loss_seg: 0.120811, loss_dice: 0.073176
[13:35:23.298] iteration 1174 : loss : 0.074195, loss_weight: 0.000333, loss_haus: 0.039173, loss_seg: 0.055480, loss_dice: 0.062145
[13:35:24.910] iteration 1175 : loss : 0.078184, loss_weight: 0.000333, loss_haus: 0.037497, loss_seg: 0.057950, loss_dice: 0.066706
[13:35:26.538] iteration 1176 : loss : 0.064687, loss_weight: 0.000333, loss_haus: 0.034733, loss_seg: 0.067447, loss_dice: 0.053982
[13:35:28.896] iteration 1177 : loss : 0.070586, loss_weight: 0.000333, loss_haus: 0.041132, loss_seg: 0.092238, loss_dice: 0.058056
[13:35:30.532] iteration 1178 : loss : 0.069873, loss_weight: 0.000333, loss_haus: 0.029681, loss_seg: 0.111701, loss_dice: 0.060735
[13:35:32.179] iteration 1179 : loss : 0.092418, loss_weight: 0.000333, loss_haus: 0.036039, loss_seg: 0.124258, loss_dice: 0.081378
[13:35:33.861] iteration 1180 : loss : 0.090130, loss_weight: 0.000333, loss_haus: 0.054083, loss_seg: 0.136225, loss_dice: 0.073698
[13:35:35.480] iteration 1181 : loss : 0.063576, loss_weight: 0.000333, loss_haus: 0.035880, loss_seg: 0.062112, loss_dice: 0.052591
[13:35:37.117] iteration 1182 : loss : 0.057720, loss_weight: 0.000333, loss_haus: 0.028838, loss_seg: 0.087126, loss_dice: 0.048863
[13:35:38.784] iteration 1183 : loss : 0.065877, loss_weight: 0.000333, loss_haus: 0.028866, loss_seg: 0.049881, loss_dice: 0.056999
[13:35:40.430] iteration 1184 : loss : 0.104927, loss_weight: 0.000333, loss_haus: 0.039500, loss_seg: 0.147975, loss_dice: 0.092890
[13:35:42.089] iteration 1185 : loss : 0.075795, loss_weight: 0.000333, loss_haus: 0.032867, loss_seg: 0.098128, loss_dice: 0.065724
[13:35:43.706] iteration 1186 : loss : 0.112634, loss_weight: 0.000333, loss_haus: 0.045337, loss_seg: 0.098781, loss_dice: 0.098840
[13:35:45.319] iteration 1187 : loss : 0.084564, loss_weight: 0.000333, loss_haus: 0.026935, loss_seg: 0.082988, loss_dice: 0.076279
[13:35:46.965] iteration 1188 : loss : 0.077218, loss_weight: 0.000333, loss_haus: 0.028863, loss_seg: 0.085817, loss_dice: 0.068349
[13:35:49.314] iteration 1189 : loss : 0.057905, loss_weight: 0.000333, loss_haus: 0.027777, loss_seg: 0.050423, loss_dice: 0.049370
[13:35:50.957] iteration 1190 : loss : 0.103165, loss_weight: 0.000333, loss_haus: 0.034735, loss_seg: 0.111441, loss_dice: 0.092521
[13:35:52.616] iteration 1191 : loss : 0.054087, loss_weight: 0.000333, loss_haus: 0.031820, loss_seg: 0.077497, loss_dice: 0.044363
[13:35:54.284] iteration 1192 : loss : 0.077666, loss_weight: 0.000333, loss_haus: 0.038950, loss_seg: 0.100096, loss_dice: 0.065761
[13:35:55.891] iteration 1193 : loss : 0.087795, loss_weight: 0.000333, loss_haus: 0.026942, loss_seg: 0.069992, loss_dice: 0.079482
[13:35:57.554] iteration 1194 : loss : 0.088546, loss_weight: 0.000333, loss_haus: 0.038034, loss_seg: 0.054403, loss_dice: 0.076931
[13:35:59.216] iteration 1195 : loss : 0.094723, loss_weight: 0.000333, loss_haus: 0.033619, loss_seg: 0.099077, loss_dice: 0.084438
[13:36:00.859] iteration 1196 : loss : 0.077548, loss_weight: 0.000333, loss_haus: 0.046822, loss_seg: 0.107056, loss_dice: 0.063266
[13:36:02.533] iteration 1197 : loss : 0.108534, loss_weight: 0.000333, loss_haus: 0.046484, loss_seg: 0.107455, loss_dice: 0.094373
[13:36:04.187] iteration 1198 : loss : 0.088462, loss_weight: 0.000333, loss_haus: 0.047107, loss_seg: 0.108547, loss_dice: 0.074109
[13:36:05.803] iteration 1199 : loss : 0.070587, loss_weight: 0.000333, loss_haus: 0.028263, loss_seg: 0.072276, loss_dice: 0.061869
[13:36:07.444] iteration 1200 : loss : 0.062184, loss_weight: 0.000333, loss_haus: 0.024802, loss_seg: 0.079560, loss_dice: 0.054479
[13:36:08.948] save best model to model/LA_vnet_25_labeled/SASSNet/iter_1200_dice_0.9139791131019592.pth
[13:36:11.369] iteration 1201 : loss : 0.072634, loss_weight: 0.000408, loss_haus: 0.031170, loss_seg: 0.073039, loss_dice: 0.062993
[13:36:13.046] iteration 1202 : loss : 0.083278, loss_weight: 0.000408, loss_haus: 0.037841, loss_seg: 0.093095, loss_dice: 0.071629
[13:36:14.696] iteration 1203 : loss : 0.068561, loss_weight: 0.000408, loss_haus: 0.031278, loss_seg: 0.077173, loss_dice: 0.058876
[13:36:16.339] iteration 1204 : loss : 0.059320, loss_weight: 0.000408, loss_haus: 0.029541, loss_seg: 0.095796, loss_dice: 0.050205
[13:36:17.980] iteration 1205 : loss : 0.066833, loss_weight: 0.000408, loss_haus: 0.035981, loss_seg: 0.092687, loss_dice: 0.055676
[13:36:19.632] iteration 1206 : loss : 0.075333, loss_weight: 0.000408, loss_haus: 0.039030, loss_seg: 0.073390, loss_dice: 0.063331
[13:36:21.249] iteration 1207 : loss : 0.114413, loss_weight: 0.000408, loss_haus: 0.034597, loss_seg: 0.103606, loss_dice: 0.103683
[13:36:22.874] iteration 1208 : loss : 0.080145, loss_weight: 0.000408, loss_haus: 0.037765, loss_seg: 0.076455, loss_dice: 0.068466
[13:36:24.508] iteration 1209 : loss : 0.065631, loss_weight: 0.000408, loss_haus: 0.031688, loss_seg: 0.102359, loss_dice: 0.055808
[13:36:26.136] iteration 1210 : loss : 0.078579, loss_weight: 0.000408, loss_haus: 0.047182, loss_seg: 0.077853, loss_dice: 0.064093
[13:36:27.794] iteration 1211 : loss : 0.076293, loss_weight: 0.000408, loss_haus: 0.045487, loss_seg: 0.081674, loss_dice: 0.062271
[13:36:29.423] iteration 1212 : loss : 0.068850, loss_weight: 0.000408, loss_haus: 0.031121, loss_seg: 0.057955, loss_dice: 0.059218
[13:36:31.735] iteration 1213 : loss : 0.082164, loss_weight: 0.000408, loss_haus: 0.035904, loss_seg: 0.074698, loss_dice: 0.071010
[13:36:33.355] iteration 1214 : loss : 0.069103, loss_weight: 0.000408, loss_haus: 0.031702, loss_seg: 0.053614, loss_dice: 0.059248
[13:36:35.011] iteration 1215 : loss : 0.075151, loss_weight: 0.000408, loss_haus: 0.056280, loss_seg: 0.089704, loss_dice: 0.057899
[13:36:36.685] iteration 1216 : loss : 0.092764, loss_weight: 0.000408, loss_haus: 0.038350, loss_seg: 0.121356, loss_dice: 0.080921
[13:36:38.308] iteration 1217 : loss : 0.103139, loss_weight: 0.000408, loss_haus: 0.052247, loss_seg: 0.087426, loss_dice: 0.087078
[13:36:39.996] iteration 1218 : loss : 0.069798, loss_weight: 0.000408, loss_haus: 0.030081, loss_seg: 0.065734, loss_dice: 0.060358
[13:36:41.596] iteration 1219 : loss : 0.076159, loss_weight: 0.000408, loss_haus: 0.029743, loss_seg: 0.058344, loss_dice: 0.066876
[13:36:43.238] iteration 1220 : loss : 0.087890, loss_weight: 0.000408, loss_haus: 0.042253, loss_seg: 0.083926, loss_dice: 0.074785
[13:36:44.870] iteration 1221 : loss : 0.077844, loss_weight: 0.000408, loss_haus: 0.041815, loss_seg: 0.078621, loss_dice: 0.064836
[13:36:46.504] iteration 1222 : loss : 0.065575, loss_weight: 0.000408, loss_haus: 0.031415, loss_seg: 0.089850, loss_dice: 0.055903
[13:36:48.174] iteration 1223 : loss : 0.152850, loss_weight: 0.000408, loss_haus: 0.061779, loss_seg: 0.264239, loss_dice: 0.133936
[13:36:49.799] iteration 1224 : loss : 0.082348, loss_weight: 0.000408, loss_haus: 0.032100, loss_seg: 0.063098, loss_dice: 0.072332
[13:36:52.098] iteration 1225 : loss : 0.247360, loss_weight: 0.000408, loss_haus: 0.044627, loss_seg: 0.130264, loss_dice: 0.233707
[13:36:53.706] iteration 1226 : loss : 0.067788, loss_weight: 0.000408, loss_haus: 0.034298, loss_seg: 0.082646, loss_dice: 0.057191
[13:36:55.329] iteration 1227 : loss : 0.075833, loss_weight: 0.000408, loss_haus: 0.035130, loss_seg: 0.090190, loss_dice: 0.065000
[13:36:56.967] iteration 1228 : loss : 0.062894, loss_weight: 0.000408, loss_haus: 0.029087, loss_seg: 0.061130, loss_dice: 0.053890
[13:36:58.583] iteration 1229 : loss : 0.065608, loss_weight: 0.000408, loss_haus: 0.035768, loss_seg: 0.084288, loss_dice: 0.054456
[13:37:00.252] iteration 1230 : loss : 0.067638, loss_weight: 0.000408, loss_haus: 0.036786, loss_seg: 0.064208, loss_dice: 0.056284
[13:37:01.866] iteration 1231 : loss : 0.084005, loss_weight: 0.000408, loss_haus: 0.031389, loss_seg: 0.054032, loss_dice: 0.074243
[13:37:03.483] iteration 1232 : loss : 0.065674, loss_weight: 0.000408, loss_haus: 0.034115, loss_seg: 0.077126, loss_dice: 0.055194
[13:37:05.159] iteration 1233 : loss : 0.070082, loss_weight: 0.000408, loss_haus: 0.033742, loss_seg: 0.093020, loss_dice: 0.059656
[13:37:06.762] iteration 1234 : loss : 0.106766, loss_weight: 0.000408, loss_haus: 0.028985, loss_seg: 0.076908, loss_dice: 0.097687
[13:37:08.380] iteration 1235 : loss : 0.088960, loss_weight: 0.000408, loss_haus: 0.041102, loss_seg: 0.109098, loss_dice: 0.076255
[13:37:10.048] iteration 1236 : loss : 0.062956, loss_weight: 0.000408, loss_haus: 0.027980, loss_seg: 0.070999, loss_dice: 0.054230
[13:37:12.359] iteration 1237 : loss : 0.114352, loss_weight: 0.000408, loss_haus: 0.037881, loss_seg: 0.148468, loss_dice: 0.102656
[13:37:13.971] iteration 1238 : loss : 0.062907, loss_weight: 0.000408, loss_haus: 0.028969, loss_seg: 0.067660, loss_dice: 0.053994
[13:37:15.605] iteration 1239 : loss : 0.075315, loss_weight: 0.000408, loss_haus: 0.031825, loss_seg: 0.060711, loss_dice: 0.065393
[13:37:17.261] iteration 1240 : loss : 0.087225, loss_weight: 0.000408, loss_haus: 0.029880, loss_seg: 0.110936, loss_dice: 0.077925
[13:37:18.873] iteration 1241 : loss : 0.067166, loss_weight: 0.000408, loss_haus: 0.036686, loss_seg: 0.081516, loss_dice: 0.055617
[13:37:20.547] iteration 1242 : loss : 0.088563, loss_weight: 0.000408, loss_haus: 0.048438, loss_seg: 0.113386, loss_dice: 0.073536
[13:37:22.203] iteration 1243 : loss : 0.086532, loss_weight: 0.000408, loss_haus: 0.035350, loss_seg: 0.101856, loss_dice: 0.075471
[13:37:23.868] iteration 1244 : loss : 0.081744, loss_weight: 0.000408, loss_haus: 0.035432, loss_seg: 0.090292, loss_dice: 0.070592
[13:37:25.520] iteration 1245 : loss : 0.136617, loss_weight: 0.000408, loss_haus: 0.032651, loss_seg: 0.140828, loss_dice: 0.126584
[13:37:27.131] iteration 1246 : loss : 0.103542, loss_weight: 0.000408, loss_haus: 0.035352, loss_seg: 0.127656, loss_dice: 0.092633
[13:37:28.762] iteration 1247 : loss : 0.054450, loss_weight: 0.000408, loss_haus: 0.030572, loss_seg: 0.061221, loss_dice: 0.044974
[13:37:30.415] iteration 1248 : loss : 0.060586, loss_weight: 0.000408, loss_haus: 0.024122, loss_seg: 0.075387, loss_dice: 0.053043
[13:37:32.652] iteration 1249 : loss : 0.089872, loss_weight: 0.000408, loss_haus: 0.041140, loss_seg: 0.069533, loss_dice: 0.077190
[13:37:34.284] iteration 1250 : loss : 0.287978, loss_weight: 0.000408, loss_haus: 0.041714, loss_seg: 0.150580, loss_dice: 0.275173
[13:37:35.899] iteration 1251 : loss : 0.122697, loss_weight: 0.000408, loss_haus: 0.040262, loss_seg: 0.059390, loss_dice: 0.110266
[13:37:37.556] iteration 1252 : loss : 0.086550, loss_weight: 0.000408, loss_haus: 0.030983, loss_seg: 0.070064, loss_dice: 0.077034
[13:37:39.198] iteration 1253 : loss : 0.115581, loss_weight: 0.000408, loss_haus: 0.035828, loss_seg: 0.094725, loss_dice: 0.104575
[13:37:40.821] iteration 1254 : loss : 0.099586, loss_weight: 0.000408, loss_haus: 0.031646, loss_seg: 0.099630, loss_dice: 0.089840
[13:37:42.451] iteration 1255 : loss : 0.078310, loss_weight: 0.000408, loss_haus: 0.032514, loss_seg: 0.090405, loss_dice: 0.068305
[13:37:44.058] iteration 1256 : loss : 0.084815, loss_weight: 0.000408, loss_haus: 0.035051, loss_seg: 0.100735, loss_dice: 0.074034
[13:37:45.714] iteration 1257 : loss : 0.082628, loss_weight: 0.000408, loss_haus: 0.039285, loss_seg: 0.075331, loss_dice: 0.070553
[13:37:47.355] iteration 1258 : loss : 0.055104, loss_weight: 0.000408, loss_haus: 0.032156, loss_seg: 0.062843, loss_dice: 0.045172
[13:37:48.972] iteration 1259 : loss : 0.070500, loss_weight: 0.000408, loss_haus: 0.034949, loss_seg: 0.073437, loss_dice: 0.059738
[13:37:50.594] iteration 1260 : loss : 0.072979, loss_weight: 0.000408, loss_haus: 0.028794, loss_seg: 0.069197, loss_dice: 0.064057
[13:37:52.900] iteration 1261 : loss : 0.085153, loss_weight: 0.000408, loss_haus: 0.032972, loss_seg: 0.084252, loss_dice: 0.074964
[13:37:54.573] iteration 1262 : loss : 0.086027, loss_weight: 0.000408, loss_haus: 0.043214, loss_seg: 0.124431, loss_dice: 0.072810
[13:37:56.192] iteration 1263 : loss : 0.058755, loss_weight: 0.000408, loss_haus: 0.034722, loss_seg: 0.071591, loss_dice: 0.048069
[13:37:57.904] iteration 1264 : loss : 0.058209, loss_weight: 0.000408, loss_haus: 0.032359, loss_seg: 0.057597, loss_dice: 0.048198
[13:37:59.548] iteration 1265 : loss : 0.104447, loss_weight: 0.000408, loss_haus: 0.051208, loss_seg: 0.153546, loss_dice: 0.088789
[13:38:01.208] iteration 1266 : loss : 0.058119, loss_weight: 0.000408, loss_haus: 0.023957, loss_seg: 0.064052, loss_dice: 0.050664
[13:38:02.860] iteration 1267 : loss : 0.077235, loss_weight: 0.000408, loss_haus: 0.036841, loss_seg: 0.100462, loss_dice: 0.065880
[13:38:04.468] iteration 1268 : loss : 0.072260, loss_weight: 0.000408, loss_haus: 0.037720, loss_seg: 0.110054, loss_dice: 0.060690
[13:38:06.099] iteration 1269 : loss : 0.065756, loss_weight: 0.000408, loss_haus: 0.027601, loss_seg: 0.064070, loss_dice: 0.057195
[13:38:07.753] iteration 1270 : loss : 0.071884, loss_weight: 0.000408, loss_haus: 0.026093, loss_seg: 0.105981, loss_dice: 0.063806
[13:38:09.355] iteration 1271 : loss : 0.096996, loss_weight: 0.000408, loss_haus: 0.038940, loss_seg: 0.123381, loss_dice: 0.085062
[13:38:11.004] iteration 1272 : loss : 0.074312, loss_weight: 0.000408, loss_haus: 0.030048, loss_seg: 0.116142, loss_dice: 0.065015
[13:38:13.286] iteration 1273 : loss : 0.081914, loss_weight: 0.000408, loss_haus: 0.037153, loss_seg: 0.125522, loss_dice: 0.070506
[13:38:14.955] iteration 1274 : loss : 0.063109, loss_weight: 0.000408, loss_haus: 0.026630, loss_seg: 0.073819, loss_dice: 0.054838
[13:38:16.578] iteration 1275 : loss : 0.134309, loss_weight: 0.000408, loss_haus: 0.037115, loss_seg: 0.145546, loss_dice: 0.122923
[13:38:18.221] iteration 1276 : loss : 0.054473, loss_weight: 0.000408, loss_haus: 0.028487, loss_seg: 0.043363, loss_dice: 0.045589
[13:38:19.838] iteration 1277 : loss : 0.058451, loss_weight: 0.000408, loss_haus: 0.025823, loss_seg: 0.063110, loss_dice: 0.050418
[13:38:21.476] iteration 1278 : loss : 0.069901, loss_weight: 0.000408, loss_haus: 0.035102, loss_seg: 0.068877, loss_dice: 0.058992
[13:38:23.135] iteration 1279 : loss : 0.079694, loss_weight: 0.000408, loss_haus: 0.037269, loss_seg: 0.092032, loss_dice: 0.068198
[13:38:24.770] iteration 1280 : loss : 0.054346, loss_weight: 0.000408, loss_haus: 0.025650, loss_seg: 0.060650, loss_dice: 0.046372
[13:38:26.448] iteration 1281 : loss : 0.103718, loss_weight: 0.000408, loss_haus: 0.050899, loss_seg: 0.143290, loss_dice: 0.088165
[13:38:28.086] iteration 1282 : loss : 0.071501, loss_weight: 0.000408, loss_haus: 0.032550, loss_seg: 0.080477, loss_dice: 0.061434
[13:38:29.809] iteration 1283 : loss : 0.082321, loss_weight: 0.000408, loss_haus: 0.045225, loss_seg: 0.111210, loss_dice: 0.068455
[13:38:31.424] iteration 1284 : loss : 0.129138, loss_weight: 0.000408, loss_haus: 0.055861, loss_seg: 0.125323, loss_dice: 0.112022
[13:38:33.713] iteration 1285 : loss : 0.066104, loss_weight: 0.000408, loss_haus: 0.043717, loss_seg: 0.089076, loss_dice: 0.052674
[13:38:35.381] iteration 1286 : loss : 0.101488, loss_weight: 0.000408, loss_haus: 0.042136, loss_seg: 0.070466, loss_dice: 0.088563
[13:38:37.065] iteration 1287 : loss : 0.049499, loss_weight: 0.000408, loss_haus: 0.032682, loss_seg: 0.079528, loss_dice: 0.039396
[13:38:38.714] iteration 1288 : loss : 0.058953, loss_weight: 0.000408, loss_haus: 0.035815, loss_seg: 0.060663, loss_dice: 0.047908
[13:38:40.334] iteration 1289 : loss : 0.063980, loss_weight: 0.000408, loss_haus: 0.031799, loss_seg: 0.052895, loss_dice: 0.054104
[13:38:41.966] iteration 1290 : loss : 0.075011, loss_weight: 0.000408, loss_haus: 0.034882, loss_seg: 0.088667, loss_dice: 0.064267
[13:38:43.605] iteration 1291 : loss : 0.073779, loss_weight: 0.000408, loss_haus: 0.027964, loss_seg: 0.103185, loss_dice: 0.065088
[13:38:45.254] iteration 1292 : loss : 0.050446, loss_weight: 0.000408, loss_haus: 0.032018, loss_seg: 0.072104, loss_dice: 0.040531
[13:38:46.883] iteration 1293 : loss : 0.104346, loss_weight: 0.000408, loss_haus: 0.029330, loss_seg: 0.119933, loss_dice: 0.095288
[13:38:48.536] iteration 1294 : loss : 0.088697, loss_weight: 0.000408, loss_haus: 0.036115, loss_seg: 0.147763, loss_dice: 0.077511
[13:38:50.227] iteration 1295 : loss : 0.059939, loss_weight: 0.000408, loss_haus: 0.032069, loss_seg: 0.051397, loss_dice: 0.050049
[13:38:51.910] iteration 1296 : loss : 0.097388, loss_weight: 0.000408, loss_haus: 0.035770, loss_seg: 0.129918, loss_dice: 0.086412
[13:38:54.186] iteration 1297 : loss : 0.069088, loss_weight: 0.000408, loss_haus: 0.029881, loss_seg: 0.077646, loss_dice: 0.059863
[13:38:55.848] iteration 1298 : loss : 0.060532, loss_weight: 0.000408, loss_haus: 0.028641, loss_seg: 0.075887, loss_dice: 0.051604
[13:38:57.471] iteration 1299 : loss : 0.099866, loss_weight: 0.000408, loss_haus: 0.043430, loss_seg: 0.117500, loss_dice: 0.086551
[13:38:59.179] iteration 1300 : loss : 0.152426, loss_weight: 0.000408, loss_haus: 0.061179, loss_seg: 0.210562, loss_dice: 0.133852
[13:39:00.815] iteration 1301 : loss : 0.085774, loss_weight: 0.000408, loss_haus: 0.028916, loss_seg: 0.082333, loss_dice: 0.076748
[13:39:02.435] iteration 1302 : loss : 0.075229, loss_weight: 0.000408, loss_haus: 0.038558, loss_seg: 0.089956, loss_dice: 0.063365
[13:39:04.086] iteration 1303 : loss : 0.095579, loss_weight: 0.000408, loss_haus: 0.048985, loss_seg: 0.164405, loss_dice: 0.080521
[13:39:05.738] iteration 1304 : loss : 0.078320, loss_weight: 0.000408, loss_haus: 0.030590, loss_seg: 0.087330, loss_dice: 0.068831
[13:39:07.351] iteration 1305 : loss : 0.116371, loss_weight: 0.000408, loss_haus: 0.031692, loss_seg: 0.098092, loss_dice: 0.106526
[13:39:08.993] iteration 1306 : loss : 0.125536, loss_weight: 0.000408, loss_haus: 0.049207, loss_seg: 0.098707, loss_dice: 0.110517
[13:39:10.601] iteration 1307 : loss : 0.064086, loss_weight: 0.000408, loss_haus: 0.037000, loss_seg: 0.101942, loss_dice: 0.052665
[13:39:12.269] iteration 1308 : loss : 0.063697, loss_weight: 0.000408, loss_haus: 0.032143, loss_seg: 0.068701, loss_dice: 0.053793
[13:39:14.563] iteration 1309 : loss : 0.093083, loss_weight: 0.000408, loss_haus: 0.033312, loss_seg: 0.100676, loss_dice: 0.082745
[13:39:16.273] iteration 1310 : loss : 0.102452, loss_weight: 0.000408, loss_haus: 0.052782, loss_seg: 0.157361, loss_dice: 0.086281
[13:39:17.930] iteration 1311 : loss : 0.069792, loss_weight: 0.000408, loss_haus: 0.037486, loss_seg: 0.076514, loss_dice: 0.058191
[13:39:19.649] iteration 1312 : loss : 0.076450, loss_weight: 0.000408, loss_haus: 0.031828, loss_seg: 0.076550, loss_dice: 0.066634
[13:39:21.313] iteration 1313 : loss : 0.057031, loss_weight: 0.000408, loss_haus: 0.033304, loss_seg: 0.064718, loss_dice: 0.046744
[13:39:22.967] iteration 1314 : loss : 0.059115, loss_weight: 0.000408, loss_haus: 0.035504, loss_seg: 0.058597, loss_dice: 0.048203
[13:39:24.619] iteration 1315 : loss : 0.125564, loss_weight: 0.000408, loss_haus: 0.039030, loss_seg: 0.073376, loss_dice: 0.113543
[13:39:26.257] iteration 1316 : loss : 0.064628, loss_weight: 0.000408, loss_haus: 0.033168, loss_seg: 0.095983, loss_dice: 0.054380
[13:39:27.883] iteration 1317 : loss : 0.070750, loss_weight: 0.000408, loss_haus: 0.029505, loss_seg: 0.061799, loss_dice: 0.061607
[13:39:29.504] iteration 1318 : loss : 0.178268, loss_weight: 0.000408, loss_haus: 0.037907, loss_seg: 0.104643, loss_dice: 0.166593
[13:39:31.105] iteration 1319 : loss : 0.077424, loss_weight: 0.000408, loss_haus: 0.035747, loss_seg: 0.070628, loss_dice: 0.066385
[13:39:32.746] iteration 1320 : loss : 0.077792, loss_weight: 0.000408, loss_haus: 0.035703, loss_seg: 0.101417, loss_dice: 0.066765
[13:39:35.050] iteration 1321 : loss : 0.091457, loss_weight: 0.000408, loss_haus: 0.032546, loss_seg: 0.085456, loss_dice: 0.081354
[13:39:36.734] iteration 1322 : loss : 0.058179, loss_weight: 0.000408, loss_haus: 0.030626, loss_seg: 0.096792, loss_dice: 0.048660
[13:39:38.347] iteration 1323 : loss : 0.091846, loss_weight: 0.000408, loss_haus: 0.037406, loss_seg: 0.086885, loss_dice: 0.080331
[13:39:39.986] iteration 1324 : loss : 0.070091, loss_weight: 0.000408, loss_haus: 0.041922, loss_seg: 0.083964, loss_dice: 0.057208
[13:39:41.630] iteration 1325 : loss : 0.066847, loss_weight: 0.000408, loss_haus: 0.031816, loss_seg: 0.075955, loss_dice: 0.057030
[13:39:43.243] iteration 1326 : loss : 0.071686, loss_weight: 0.000408, loss_haus: 0.025568, loss_seg: 0.090423, loss_dice: 0.063692
[13:39:44.870] iteration 1327 : loss : 0.112631, loss_weight: 0.000408, loss_haus: 0.045621, loss_seg: 0.104967, loss_dice: 0.098650
[13:39:46.488] iteration 1328 : loss : 0.075948, loss_weight: 0.000408, loss_haus: 0.039494, loss_seg: 0.083260, loss_dice: 0.063756
[13:39:48.099] iteration 1329 : loss : 0.056721, loss_weight: 0.000408, loss_haus: 0.035623, loss_seg: 0.047755, loss_dice: 0.045843
[13:39:49.774] iteration 1330 : loss : 0.050598, loss_weight: 0.000408, loss_haus: 0.040746, loss_seg: 0.048967, loss_dice: 0.038078
[13:39:51.403] iteration 1331 : loss : 0.065887, loss_weight: 0.000408, loss_haus: 0.038420, loss_seg: 0.077587, loss_dice: 0.054147
[13:39:53.049] iteration 1332 : loss : 0.096925, loss_weight: 0.000408, loss_haus: 0.033931, loss_seg: 0.102106, loss_dice: 0.086447
[13:39:55.285] iteration 1333 : loss : 0.106920, loss_weight: 0.000408, loss_haus: 0.039253, loss_seg: 0.071872, loss_dice: 0.094903
[13:39:56.955] iteration 1334 : loss : 0.055178, loss_weight: 0.000408, loss_haus: 0.029274, loss_seg: 0.066568, loss_dice: 0.046121
[13:39:58.561] iteration 1335 : loss : 0.072124, loss_weight: 0.000408, loss_haus: 0.031403, loss_seg: 0.057939, loss_dice: 0.062362
[13:40:00.193] iteration 1336 : loss : 0.080976, loss_weight: 0.000408, loss_haus: 0.027102, loss_seg: 0.113832, loss_dice: 0.072533
[13:40:01.819] iteration 1337 : loss : 0.090562, loss_weight: 0.000408, loss_haus: 0.029313, loss_seg: 0.119832, loss_dice: 0.081471
[13:40:03.466] iteration 1338 : loss : 0.079280, loss_weight: 0.000408, loss_haus: 0.029870, loss_seg: 0.111147, loss_dice: 0.070040
[13:40:05.060] iteration 1339 : loss : 0.070787, loss_weight: 0.000408, loss_haus: 0.032924, loss_seg: 0.051962, loss_dice: 0.060564
[13:40:06.703] iteration 1340 : loss : 0.059170, loss_weight: 0.000408, loss_haus: 0.031146, loss_seg: 0.047685, loss_dice: 0.049539
